SEARCH_DATE,HOTEL_ID,CHECK_IN_DATE,ELIGIBLE_IMPRESSIONS,IMPRESSIONS,TRANSITION_PAGE_OPENS,BOOKING_FORM_OPENS,BOOKINGS
2019-07-06,138491,2019-07-06,219,16,5,1,0
2019-08-25,265396,2019-11-02,2,2,1,0,0
2019-08-21,105739,2019-08-24,21,6,2,0,0
2019-09-14,231347,2019-09-14,44,18,5,1,0
2019-09-03,561413,2019-09-14,5,5,1,0,0
2019-07-11,134426,2019-07-11,13,3,1,0,0
2019-09-12,113046,2019-10-19,2,2,0,0,0
2019-08-02,164889,2019-08-03,13,10,2,0,0
2019-08-23,259462,2019-08-25,73,6,1,0,0
2019-07-20,161244,2019-07-20,69,6,1,0,0
2019-08-03,139972,2019-08-03,87,4,1,0,0
2019-07-09,492369,2019-07-09,19,2,0,0,0
2019-08-02,127422,2019-08-03,21,1,0,0,0
2019-09-06,138221,2019-09-07,8,4,1,0,0
2019-08-03,115205,2019-08-04,67,6,1,0,0
2019-07-28,194975,2019-08-13,25,4,1,0,0
2019-08-14,227277,2019-08-14,55,5,1,0,0
2019-09-09,204147,2019-09-09,117,12,3,0,0
2019-08-05,494034,2019-08-05,27,6,2,0,0
2019-08-21,193522,2019-08-21,24,3,1,0,0
2019-09-12,310475,2019-09-21,5,3,1,0,0
2019-08-22,627425,2019-08-30,4,3,1,0,0
2019-07-25,205267,2019-07-28,5,2,0,0,0
2019-07-17,121390,2019-07-18,7,1,0,0,0
2019-08-02,149488,2019-08-03,5,1,0,0,0
2019-07-30,220508,2019-07-30,34,8,2,0,0
2019-08-17,152164,2019-08-17,88,9,2,0,0
2019-08-24,138033,2019-09-21,3,0,0,0,0
2019-08-31,212849,2019-08-31,58,9,2,0,0
2019-08-12,107429,2019-08-12,29,2,0,0,0
2019-08-09,430552,2019-09-21,25,15,4,1,0
2019-08-28,106251,2019-09-05,4,2,0,0,0
2019-08-20,170309,2019-09-14,6,3,1,0,0
2019-07-31,126423,2019-07-31,21,5,1,0,0
2019-09-04,152056,2019-09-04,25,7,1,0,0
2019-08-23,141581,2019-08-23,28,1,0,0,0
2019-08-26,262457,2019-08-26,38,17,5,0,0
2019-08-21,148987,2019-08-21,103,26,4,1,0
2019-09-15,112725,2019-09-15,22,2,0,0,0
2019-09-06,123502,2019-09-06,101,17,3,0,0
2019-09-13,333130,2019-09-16,0,0,0,0,0
2019-07-17,806992,2019-07-18,13,5,1,0,0
2019-07-11,549912,2019-08-16,1,1,0,0,0
2019-09-15,108841,2019-09-22,3,0,0,0,0
2019-08-11,122162,2019-08-11,41,5,1,0,0
2019-07-27,117548,2019-07-30,3,1,0,0,0
2019-07-17,112105,2019-07-17,60,6,2,0,0
2019-08-25,107785,2019-09-02,20,11,3,0,0
2019-08-14,107402,2019-08-17,29,23,6,1,0
2019-08-21,160659,2019-08-23,3,1,0,0,0
2019-08-18,148587,2019-08-18,40,6,1,0,0
2019-07-20,106689,2019-07-20,67,4,1,0,0
2019-08-19,106929,2019-08-20,10,5,1,0,0
2019-08-03,276026,2019-08-04,21,5,1,0,0
2019-09-03,127108,2019-09-03,110,10,2,0,0
2019-08-14,257857,2019-08-30,1,0,0,0,0
2019-08-22,252445,2019-08-30,2,1,0,0,0
2019-08-05,133981,2019-08-05,22,3,1,0,0
2019-08-24,199447,2019-08-30,21,11,2,0,0
2019-09-14,138121,2019-10-12,2,1,0,0,0
2019-07-18,698173,2019-07-18,71,19,4,0,0
2019-08-14,124107,2019-08-16,33,6,1,0,0
2019-08-16,106120,2019-08-17,28,7,1,0,0
2019-08-05,109150,2019-08-05,72,13,4,0,0
2019-09-01,139488,2019-09-01,9,1,0,0,0
2019-07-26,205274,2019-07-29,3,3,1,0,0
2019-09-15,184810,2019-09-15,25,2,0,0,0
2019-07-31,359533,2019-08-01,10,3,1,0,0
2019-08-22,969192,2019-08-22,36,4,1,0,0
2019-07-21,126887,2019-07-23,13,7,1,0,0
2019-07-06,600100,2019-07-06,82,14,4,0,0
2019-09-01,581686,2019-09-01,31,6,1,0,0
2019-07-23,209780,2019-07-23,51,7,2,0,0
2019-09-01,134201,2019-09-01,37,5,1,0,0
2019-08-12,884126,2019-08-16,10,3,1,0,0
2019-08-14,357980,2019-08-14,40,7,1,0,0
2019-08-28,308868,2019-08-28,29,5,1,0,0
2019-08-29,219127,2019-08-31,1,4,1,0,0
2019-09-14,161293,2019-09-15,41,8,1,0,0
2019-07-05,606322,2019-07-05,27,2,0,0,0
2019-08-07,278140,2019-08-09,33,3,1,0,0
2019-09-02,110389,2019-09-02,37,8,2,0,0
2019-08-28,126392,2019-08-28,5,1,0,0,0
2019-07-19,137939,2019-07-19,25,5,1,0,0
2019-09-02,247136,2019-09-02,9,2,0,0,0
2019-09-03,148286,2019-09-27,2,1,0,0,0
2019-08-10,575436,2019-08-10,32,19,3,1,0
2019-08-05,114770,2019-08-10,10,4,1,0,0
2019-09-07,106330,2019-09-07,89,8,2,0,0
2019-09-15,107785,2019-11-15,7,1,0,0,0
2019-08-01,220775,2019-08-03,3,2,0,0,0
2019-08-15,201065,2019-08-15,19,4,1,0,0
2019-08-25,195068,2019-08-31,2,1,0,0,0
2019-07-30,106149,2019-07-31,20,6,1,0,0
2019-08-29,209004,2019-08-29,10,2,0,0,0
2019-07-30,139521,2019-07-30,7,2,1,0,0
2019-07-31,171126,2019-08-03,2,2,0,0,0
2019-07-11,403473,2019-07-13,2,2,0,0,0
2019-07-10,119044,2019-07-10,40,4,1,0,0
2019-07-03,116451,2019-07-04,42,11,2,0,0
2019-08-16,213554,2019-08-17,9,3,1,0,0
2019-07-21,575436,2019-10-06,1,1,0,0,0
2019-09-15,1700453,2019-09-15,4,1,0,0,0
2019-08-26,329437,2019-08-27,5,1,0,0,0
2019-09-12,118748,2019-09-14,12,8,2,0,0
2019-09-03,112570,2019-09-04,8,2,0,0,0
2019-08-08,112556,2019-08-08,25,4,1,0,0
2019-08-03,272258,2019-08-03,10,3,1,0,0
2019-09-07,531074,2019-09-08,5,1,0,0,0
2019-08-27,180776,2019-08-29,15,5,1,0,0
2019-09-14,326035,2019-09-14,18,14,3,1,0
2019-09-15,110768,2019-09-18,5,1,0,0,0
2019-09-12,493606,2019-09-14,6,3,1,0,0
2019-07-14,152676,2019-07-14,62,7,1,0,0
2019-08-26,108091,2019-08-30,57,24,6,1,0
2019-07-11,106149,2019-07-12,42,20,5,1,0
2019-08-26,476197,2019-09-02,4,1,0,0,0
2019-09-06,224835,2019-09-06,91,7,1,0,0
2019-08-01,244885,2019-08-01,213,42,11,2,0
2019-07-23,192686,2019-07-23,192,9,1,0,0
2019-07-03,107007,2019-07-05,23,0,0,0,0
2019-08-06,248143,2019-08-26,1,1,0,0,0
2019-07-26,205687,2019-07-27,9,1,0,0,0
2019-08-22,108544,2019-09-27,1,1,0,0,0
2019-09-02,176035,2019-09-02,91,27,6,1,0
2019-08-18,208723,2019-08-18,45,5,1,0,0
2019-08-10,120249,2019-08-10,86,14,3,1,0
2019-07-01,116816,2019-07-04,35,2,0,0,0
2019-08-12,138638,2019-09-07,1,1,0,0,0
2019-09-10,142066,2019-09-13,7,4,1,0,0
2019-08-07,627425,2019-08-07,17,2,0,0,0
2019-08-02,377981,2019-08-07,8,4,1,0,0
2019-07-20,138913,2019-07-20,59,15,4,0,0
2019-08-16,109888,2019-08-16,38,3,1,0,0
2019-08-24,316461,2019-12-13,3,2,0,0,0
2019-09-10,265006,2019-09-14,9,2,0,0,0
2019-07-18,152623,2019-07-19,7,5,1,0,0
2019-07-01,260439,2019-07-01,37,2,0,0,0
2019-07-11,110897,2019-08-08,2,1,0,0,0
2019-09-13,274449,2019-09-14,1,1,0,0,0
2019-09-03,107035,2019-09-09,7,2,0,0,0
2019-07-20,690853,2019-07-20,395,226,44,7,0
2019-09-06,247601,2019-09-06,20,5,1,0,0
2019-08-04,148856,2019-08-04,94,8,1,0,0
2019-09-07,118246,2019-09-07,21,2,0,0,0
2019-08-19,121864,2019-08-19,29,5,1,0,0
2019-09-02,105485,2019-10-21,1,0,0,0,0
2019-08-07,321420,2019-08-31,4,3,1,0,0
2019-08-04,119770,2019-08-04,83,2,0,0,0
2019-09-10,416046,2019-09-14,7,3,1,0,0
2019-08-22,117699,2019-08-22,21,4,1,0,0
2019-07-04,552423,2019-07-04,34,6,2,0,0
2019-08-20,106066,2019-08-30,5,1,0,0,0
2019-08-03,149496,2019-08-04,4,1,0,0,0
2019-07-22,544630,2019-07-28,9,4,1,0,0
2019-08-30,129468,2019-09-01,55,8,1,0,0
2019-08-12,264793,2019-08-12,46,8,2,0,0
2019-08-10,107875,2019-08-10,85,17,3,1,0
2019-08-25,122502,2019-08-25,37,5,1,0,0
2019-08-25,107302,2019-08-25,63,8,2,0,0
2019-07-20,150887,2019-07-20,14,1,0,0,0
2019-09-10,257041,2019-09-21,3,2,1,0,0
2019-07-17,614790,2019-10-19,4,4,1,0,0
2019-07-16,571274,2019-07-16,7,2,0,0,0
2019-08-05,151850,2019-08-05,54,3,1,0,0
2019-07-18,149406,2019-07-18,58,11,2,0,0
2019-07-15,131217,2019-08-17,2,1,0,0,0
2019-08-06,106386,2019-08-09,108,51,10,1,0
2019-07-07,195709,2019-07-07,49,2,1,0,0
2019-08-22,128987,2019-08-22,36,6,2,0,0
2019-08-31,105490,2019-09-01,82,17,5,1,0
2019-09-11,882248,2019-09-11,50,8,1,0,0
2019-07-13,135840,2019-07-13,30,3,1,0,0
2019-09-06,494050,2019-09-06,10,2,0,0,0
2019-09-06,1859769,2019-09-06,12,4,1,0,0
2019-08-27,278344,2019-08-29,4,1,0,0,0
2019-07-21,128447,2019-07-21,8,3,1,0,0
2019-07-06,630330,2019-07-09,6,5,1,0,0
2019-07-03,269888,2019-07-06,13,0,0,0,0
2019-07-20,443146,2019-07-20,48,29,5,1,0
2019-07-25,170124,2019-07-27,9,6,1,0,0
2019-07-22,186894,2019-07-26,3,2,0,0,0
2019-07-18,114137,2019-07-20,9,3,1,0,0
2019-09-15,173232,2019-09-15,55,14,3,1,0
2019-08-09,403634,2019-08-09,8,3,1,0,0
2019-08-06,108601,2019-08-06,32,6,1,0,0
2019-09-04,547770,2019-09-06,68,14,4,0,0
2019-09-01,333536,2019-09-01,18,8,2,0,0
2019-08-21,233603,2019-08-21,57,7,2,0,0
2019-07-11,702352,2019-07-12,7,6,1,0,0
2019-08-11,139972,2019-08-11,41,2,0,0,0
2019-09-01,197114,2019-09-06,4,1,0,0,0
2019-07-05,252616,2019-07-05,50,4,1,0,0
2019-07-16,822284,2019-07-17,4,2,0,0,0
2019-08-04,484533,2019-08-04,56,4,1,0,0
2019-07-03,264496,2019-07-05,19,3,1,0,0
2019-07-04,122147,2019-07-05,64,6,2,0,0
2019-07-24,232790,2019-07-24,20,6,1,0,0
2019-08-28,467916,2019-08-29,1,1,0,0,0
2019-07-05,487267,2019-07-05,29,4,1,0,0
2019-09-05,201864,2019-09-05,136,32,7,1,0
2019-08-30,152405,2019-08-30,73,30,5,1,0
2019-08-03,222185,2019-08-04,3,0,0,0,0
2019-08-17,125829,2019-08-17,27,6,1,0,0
2019-07-18,122147,2019-08-23,27,5,1,0,0
2019-08-03,150780,2019-08-09,2,1,0,0,0
2019-09-10,211959,2019-09-11,4,4,1,0,0
2019-08-24,622016,2019-09-14,7,5,1,0,0
2019-09-09,106082,2019-10-17,5,3,1,0,0
2019-07-13,673358,2019-07-16,13,3,1,0,0
2019-09-14,202073,2019-09-14,30,2,1,0,0
2019-07-18,194747,2019-07-22,21,6,1,0,0
2019-09-11,173157,2019-09-13,4,1,0,0,0
2019-07-07,654480,2019-07-07,2,1,0,0,0
2019-07-03,150594,2019-07-05,94,55,16,1,0
2019-08-06,108379,2019-08-06,130,21,4,1,0
2019-08-04,780147,2019-08-04,21,3,1,0,0
2019-09-08,123273,2019-09-20,3,2,0,0,0
2019-09-02,108980,2019-09-02,24,5,1,0,0
2019-08-14,473631,2019-08-16,50,4,1,0,0
2019-07-14,129380,2019-08-17,8,5,1,0,0
2019-09-15,119317,2019-09-15,72,9,2,0,0
2019-07-10,486128,2019-07-12,3,3,1,0,0
2019-08-24,115628,2019-08-24,119,11,3,0,0
2019-09-07,210943,2019-09-07,105,30,9,2,0
2019-07-20,106866,2019-07-27,2,1,0,0,0
2019-09-14,274682,2019-09-14,23,5,1,0,0
2019-08-05,106421,2019-09-12,4,4,1,0,0
2019-08-08,110713,2019-08-10,15,4,1,0,0
2019-09-01,106786,2019-09-02,51,14,3,1,0
2019-09-05,105319,2019-09-06,7,2,0,0,0
2019-08-10,106030,2019-08-10,282,38,9,1,0
2019-08-12,209114,2019-08-12,7,4,1,0,0
2019-08-24,124159,2019-08-24,47,26,6,1,0
2019-08-03,153632,2019-08-03,46,31,6,1,0
2019-07-14,138161,2019-07-19,1,0,0,0,0
2019-09-09,122695,2019-09-15,28,13,2,0,0
2019-09-06,131217,2019-09-07,47,19,4,1,0
2019-09-06,127943,2019-09-07,23,7,1,0,0
2019-08-24,183295,2019-08-24,54,11,2,0,0
2019-08-27,143214,2019-08-27,97,17,5,1,0
2019-07-26,270697,2019-07-26,24,3,1,0,0
2019-07-31,176590,2019-08-01,4,1,0,0,0
2019-08-25,124934,2019-09-14,3,3,1,0,0
2019-08-30,203683,2019-08-31,22,8,2,0,0
2019-09-14,139424,2019-09-14,16,3,1,0,0
2019-07-13,202373,2019-07-13,29,17,5,0,0
2019-07-30,108263,2019-08-02,5,5,1,0,0
2019-07-24,150405,2019-07-24,24,1,0,0,0
2019-08-13,113023,2019-08-13,33,13,3,0,0
2019-09-12,760446,2019-09-14,9,4,1,0,0
2019-07-01,708229,2019-07-03,1,1,0,0,0
2019-08-19,1737032,2019-08-19,51,32,6,1,0
2019-07-22,702284,2019-07-22,80,10,2,0,0
2019-08-18,117823,2019-08-23,2,2,0,0,0
2019-09-05,111136,2019-09-05,26,3,1,0,0
2019-08-05,256873,2019-08-09,16,3,1,0,0
2019-08-08,106149,2019-08-08,360,52,15,1,0
2019-07-17,565499,2019-07-17,56,7,1,0,0
2019-07-31,229808,2019-07-31,38,4,1,0,0
2019-09-13,124715,2019-09-14,2,1,0,0,0
2019-07-01,135542,2019-07-04,1146,247,63,5,0
2019-07-14,242769,2019-07-27,8,1,0,0,0
2019-07-22,115652,2019-07-23,9,5,1,0,0
2019-09-01,485487,2019-09-01,22,5,1,0,0
2019-08-24,119191,2019-08-31,14,9,2,0,0
2019-08-13,107928,2019-08-17,5,2,0,0,0
2019-09-12,199051,2019-09-15,8,0,0,0,0
2019-08-06,542062,2019-08-10,4,3,1,0,0
2019-08-30,169130,2019-08-30,114,27,7,1,0
2019-08-08,118903,2019-08-15,82,21,6,1,0
2019-08-25,133756,2019-08-25,13,3,1,0,0
2019-09-13,208618,2019-09-13,42,8,2,0,0
2019-07-13,396463,2019-07-13,25,4,1,0,0
2019-08-15,367805,2019-08-15,90,14,3,0,0
2019-07-12,108263,2019-08-10,13,3,1,0,0
2019-07-08,198523,2019-07-09,21,1,0,0,0
2019-08-11,222007,2019-08-20,3,0,0,0,0
2019-08-08,142972,2019-08-09,35,4,1,0,0
2019-08-28,651178,2019-08-31,3,2,0,0,0
2019-08-16,130167,2019-08-16,34,3,1,0,0
2019-08-15,211327,2019-08-24,6,4,1,0,0
2019-08-23,116622,2019-08-23,28,5,1,0,0
2019-07-20,324439,2019-07-20,48,7,2,0,0
2019-07-19,620380,2019-07-20,10,1,0,0,0
2019-07-08,150038,2019-07-08,17,1,0,0,0
2019-08-21,148557,2019-08-21,42,11,3,0,0
2019-08-29,199781,2019-08-29,128,20,4,1,0
2019-09-03,228856,2019-09-06,27,10,2,0,0
2019-09-08,113070,2019-09-13,11,6,1,0,0
2019-07-11,112937,2019-07-11,203,30,7,1,0
2019-08-09,171399,2019-08-10,23,3,1,0,0
2019-07-31,107709,2019-07-31,63,3,1,0,0
2019-07-03,1021225,2019-07-03,21,1,0,0,0
2019-08-19,105604,2019-08-19,21,2,1,0,0
2019-08-09,718695,2019-08-09,23,4,1,0,0
2019-07-03,507542,2019-07-04,4,3,1,0,0
2019-08-16,514881,2019-08-17,60,19,5,1,0
2019-08-14,218159,2019-08-16,15,1,0,0,0
2019-07-11,359891,2019-07-12,9,4,1,0,0
2019-08-22,268592,2019-08-24,16,6,1,0,0
2019-08-31,849824,2019-10-05,3,3,1,0,0
2019-09-01,269085,2019-09-01,87,17,3,0,0
2019-07-06,379738,2019-07-06,174,173,51,10,0
2019-08-17,194374,2019-08-19,8,2,1,0,0
2019-07-04,108075,2019-07-06,4,2,1,0,0
2019-08-09,115586,2019-08-12,8,3,0,0,0
2019-09-13,252650,2019-09-13,14,3,1,0,0
2019-07-21,225849,2019-08-05,1,1,0,0,0
2019-08-28,269525,2019-08-28,30,8,2,0,0
2019-07-02,430352,2019-07-03,28,8,2,0,0
2019-07-25,120279,2019-07-25,27,6,2,0,0
2019-08-30,253767,2019-09-02,9,6,2,0,0
2019-08-13,333530,2019-08-14,2,2,0,0,0
2019-08-01,581345,2019-08-01,105,3,1,0,0
2019-08-24,344195,2019-08-30,9,4,1,0,0
2019-07-05,495621,2019-07-05,26,4,1,0,0
2019-07-08,1018241,2019-07-15,2,1,0,0,0
2019-08-01,121687,2019-08-01,33,9,2,0,0
2019-07-05,470127,2019-07-05,21,6,2,0,0
2019-07-07,272227,2019-07-07,14,2,1,0,0
2019-08-17,161925,2019-08-17,105,53,11,2,0
2019-08-25,448662,2019-09-02,7,3,1,0,0
2019-07-20,128209,2019-07-21,4,1,0,0,0
2019-08-03,117134,2019-08-03,86,7,2,0,0
2019-07-06,209436,2019-07-06,35,7,1,0,0
2019-07-07,265682,2019-07-07,30,10,2,0,0
2019-08-31,434738,2019-09-01,7,3,1,0,0
2019-09-13,143274,2019-09-13,34,3,1,0,0
2019-08-10,192792,2019-08-10,38,3,1,0,0
2019-08-28,216410,2019-08-29,3,2,0,0,0
2019-08-14,111890,2019-08-15,25,5,1,0,0
2019-07-30,213778,2019-07-30,45,6,2,0,0
2019-08-04,339056,2019-08-05,5,1,0,0,0
2019-07-27,105916,2019-07-27,81,18,5,1,0
2019-08-06,121363,2019-08-10,22,6,1,0,0
2019-08-30,135956,2019-08-30,46,7,1,0,0
2019-07-28,112921,2019-07-28,177,19,5,1,0
2019-09-06,216338,2019-09-21,5,3,1,0,0
2019-08-24,123502,2019-08-25,45,10,2,0,0
2019-08-27,578026,2019-08-31,6,1,0,0,0
2019-08-05,142801,2019-08-05,39,6,1,0,0
2019-08-05,106786,2019-08-07,1,1,0,0,0
2019-08-05,250896,2019-08-05,21,2,0,0,0
2019-08-22,143083,2019-08-22,90,11,2,0,0
2019-09-13,169296,2019-10-18,0,1,0,0,0
2019-08-13,194300,2019-08-13,61,10,2,0,0
2019-07-14,233995,2019-08-02,6,2,0,0,0
2019-08-20,240000,2019-08-31,9,9,2,0,0
2019-08-25,337759,2019-08-25,38,13,4,0,0
2019-08-11,160659,2019-08-17,6,2,0,0,0
2019-09-08,120249,2019-09-08,39,7,2,0,0
2019-07-19,184767,2019-07-19,73,10,2,0,0
2019-07-21,169442,2019-10-05,1,1,0,0,0
2019-08-27,204699,2019-08-28,4,0,0,0,0
2019-09-06,438195,2019-09-06,16,3,1,0,0
2019-08-02,114263,2019-08-03,17,7,1,0,0
2019-08-03,205046,2019-08-03,177,60,14,2,0
2019-08-10,124086,2019-08-11,33,5,1,0,0
2019-09-01,198591,2019-09-02,182,25,6,1,0
2019-07-21,202055,2019-07-21,59,9,1,0,0
2019-09-14,125713,2019-09-14,30,3,1,0,0
2019-08-25,1039070,2019-08-25,3,2,1,0,0
2019-08-24,173866,2019-08-24,29,0,0,0,0
2019-09-13,119329,2019-09-13,60,14,3,0,0
2019-08-14,340009,2019-08-17,9,9,2,0,0
2019-08-01,176703,2019-08-02,8,4,1,0,0
2019-08-19,149652,2019-08-19,16,4,1,0,0
2019-07-13,149201,2019-07-14,15,1,0,0,0
2019-08-27,201148,2019-08-27,15,2,0,0,0
2019-09-06,115726,2019-09-13,10,1,0,0,0
2019-07-04,163141,2019-07-05,83,25,5,0,0
2019-08-15,125079,2019-08-17,4,1,0,0,0
2019-08-19,196043,2019-08-19,27,4,1,0,0
2019-09-06,183944,2019-09-06,2,2,1,0,0
2019-09-02,113487,2019-09-02,29,3,1,0,0
2019-08-26,339487,2019-08-26,21,6,1,0,0
2019-07-07,255497,2019-07-07,14,2,0,0,0
2019-08-11,115614,2019-08-11,33,9,2,0,0
2019-08-06,492893,2019-08-06,51,11,3,1,0
2019-07-29,199447,2019-08-07,1,1,0,0,0
2019-08-21,140552,2019-08-21,47,17,3,0,0
2019-08-30,197466,2019-09-01,152,23,6,1,0
2019-08-03,193275,2019-08-03,66,12,3,1,0
2019-07-25,899443,2019-07-26,2,1,0,0,0
2019-08-15,129916,2019-08-15,13,2,0,0,0
2019-07-13,118384,2019-07-13,95,72,21,3,0
2019-08-28,171880,2019-08-30,4,2,0,0,0
2019-07-06,696009,2019-07-06,55,12,3,0,0
2019-07-15,178109,2019-07-21,6,2,0,0,0
2019-07-28,134512,2019-09-13,5,2,0,0,0
2019-07-08,364490,2019-07-08,67,7,1,0,0
2019-07-09,244885,2019-07-09,189,33,5,1,0
2019-08-25,215895,2019-08-26,1,1,0,0,0
2019-08-30,134417,2019-09-01,206,55,11,1,0
2019-08-10,115172,2019-08-10,16,8,2,0,0
2019-07-26,718683,2019-07-27,20,6,2,0,0
2019-07-20,185348,2019-07-20,83,8,2,0,0
2019-08-23,115590,2019-08-23,70,35,9,1,0
2019-08-30,261218,2019-09-07,2,2,0,0,0
2019-08-30,191575,2019-08-31,3,0,0,0,0
2019-08-04,272525,2019-08-04,40,2,1,0,0
2019-08-28,232620,2019-08-28,44,7,2,0,0
2019-08-27,148850,2019-08-27,91,19,6,1,0
2019-07-03,108720,2019-07-03,79,13,3,0,0
2019-08-09,131289,2019-09-28,5,1,0,0,0
2019-09-05,293772,2019-09-13,6,4,1,0,0
2019-08-14,204980,2019-08-14,26,2,0,0,0
2019-08-24,202359,2019-08-24,39,6,2,0,0
2019-07-26,113234,2019-07-26,78,22,5,0,0
2019-07-03,125186,2019-07-06,58,58,9,1,0
2019-07-02,199873,2019-07-24,6,4,1,0,0
2019-07-25,143156,2019-07-25,22,0,0,0,0
2019-07-09,262504,2019-07-12,3,1,0,0,0
2019-07-25,131217,2019-07-27,87,27,7,1,0
2019-08-25,402596,2019-08-25,11,3,1,0,0
2019-08-18,206614,2019-08-18,52,4,1,0,0
2019-08-15,134583,2019-08-17,5,4,1,0,0
2019-09-14,943477,2019-09-17,10,5,1,0,0
2019-07-20,163446,2019-07-20,1290,589,97,13,0
2019-07-29,201898,2019-07-30,8,0,0,0,0
2019-07-08,117639,2019-07-08,63,16,4,1,0
2019-09-02,146746,2019-09-02,59,4,1,0,0
2019-07-12,122695,2019-07-13,69,17,4,1,0
2019-08-23,202082,2019-08-23,108,22,3,0,0
2019-07-10,123420,2019-07-10,76,10,2,0,0
2019-08-06,371779,2019-08-07,23,10,3,1,0
2019-08-18,169994,2019-08-18,58,8,2,0,0
2019-09-02,252538,2019-09-07,1,0,0,0,0
2019-08-05,175774,2019-08-07,5,2,0,0,0
2019-08-12,137721,2019-08-12,49,8,1,0,0
2019-07-20,106786,2019-07-24,12,2,1,0,0
2019-08-18,202174,2019-08-18,26,2,0,0,0
2019-09-13,213381,2019-09-13,42,18,4,1,0
2019-08-02,454773,2019-08-02,26,4,1,0,0
2019-07-09,253858,2019-08-07,12,2,1,0,0
2019-08-17,138332,2019-08-17,97,28,8,1,0
2019-09-08,171135,2019-09-08,36,2,0,0,0
2019-08-05,606070,2019-08-05,20,2,0,0,0
2019-08-05,250838,2019-08-05,29,7,2,0,0
2019-07-14,242769,2019-07-22,2,2,0,0,0
2019-07-06,495514,2019-07-07,11,3,1,0,0
2019-08-18,201591,2019-09-05,9,6,1,0,0
2019-07-31,131647,2019-07-31,216,22,6,1,0
2019-07-20,129837,2019-07-20,104,23,6,1,0
2019-07-09,311671,2019-07-09,54,4,1,0,0
2019-07-27,117794,2019-07-27,73,12,2,0,0
2019-07-31,340796,2019-08-02,9,3,1,0,0
2019-09-10,225232,2019-09-21,7,3,1,0,0
2019-07-29,193280,2019-07-29,41,3,1,0,0
2019-07-19,113083,2019-07-20,16,6,2,0,0
2019-07-31,107318,2019-07-31,65,11,2,0,0
2019-07-25,107352,2019-07-26,37,9,2,0,0
2019-07-18,495685,2019-07-20,1,1,0,0,0
2019-08-28,122337,2019-08-28,183,39,8,1,0
2019-08-07,147796,2019-08-08,0,0,0,0,0
2019-08-05,664396,2019-08-09,0,0,0,0,0
2019-07-02,213758,2019-07-02,28,4,1,0,0
2019-09-01,118589,2019-09-01,41,11,2,0,0
2019-08-01,264759,2019-08-16,2,1,0,0,0
2019-08-08,107114,2019-08-08,52,7,1,0,0
2019-08-12,133420,2019-08-31,3,2,0,0,0
2019-07-05,149302,2019-07-05,102,20,4,0,0
2019-07-06,425953,2019-07-19,2,2,0,0,0
2019-08-26,722044,2019-09-01,16,1,0,0,0
2019-08-27,112899,2019-08-27,240,9,2,0,0
2019-08-28,143049,2019-10-04,11,3,1,0,0
2019-07-18,570503,2019-07-18,7,1,0,0,0
2019-08-29,108913,2019-08-29,70,6,2,0,0
2019-07-22,368061,2019-08-31,4,4,1,0,0
2019-08-26,393490,2019-08-26,13,1,0,0,0
2019-09-15,400448,2019-09-15,6,2,1,0,0
2019-09-15,116283,2019-09-15,43,2,0,0,0
2019-07-26,460100,2019-07-27,4,2,1,0,0
2019-09-14,181484,2019-09-14,35,9,2,0,0
2019-09-13,138216,2019-10-24,1,1,0,0,0
2019-07-06,192852,2019-07-06,22,21,4,0,0
2019-07-17,124269,2019-07-20,5,2,1,0,0
2019-07-04,129865,2019-07-09,3,0,0,0,0
2019-08-08,163974,2019-08-09,262,39,8,1,0
2019-09-08,849461,2019-09-28,0,0,0,0,0
2019-08-30,174992,2019-09-13,5,1,0,0,0
2019-08-19,480680,2019-08-23,22,4,1,0,0
2019-08-03,141898,2019-08-24,3,3,0,0,0
2019-09-05,1691820,2019-09-05,157,50,13,2,0
2019-09-13,205214,2019-09-13,26,4,1,0,0
2019-07-21,252638,2019-07-21,53,5,1,0,0
2019-07-08,209372,2019-07-10,3,2,0,0,0
2019-07-10,212853,2019-07-10,163,41,7,1,0
2019-08-21,113198,2019-08-22,6,2,0,0,0
2019-08-21,150759,2019-08-24,7,2,0,0,0
2019-09-02,307811,2019-09-03,8,4,1,0,0
2019-07-25,115897,2019-07-25,42,1,0,0,0
2019-07-07,130207,2019-07-07,55,3,1,0,0
2019-07-04,205268,2019-07-04,45,45,8,1,0
2019-08-31,139208,2019-08-31,26,19,4,0,0
2019-08-26,148596,2019-11-09,5,3,1,0,0
2019-08-09,123169,2019-08-09,547,45,10,1,0
2019-08-08,240526,2019-08-08,70,9,2,0,0
2019-07-18,480334,2019-07-19,6,3,1,0,0
2019-07-14,267885,2019-07-21,4,1,0,0,0
2019-07-18,212853,2019-07-18,139,27,4,1,0
2019-09-08,546724,2019-09-08,34,9,1,0,0
2019-08-07,107192,2019-08-08,2,1,0,0,0
2019-09-04,624374,2019-10-13,1,1,0,0,0
2019-07-31,127147,2019-07-31,42,6,1,0,0
2019-08-18,112927,2019-09-07,17,3,1,0,0
2019-08-06,506081,2019-08-06,9,1,0,0,0
2019-08-15,204381,2019-08-15,62,8,2,0,0
2019-08-26,477964,2019-08-26,23,7,2,0,0
2019-08-09,119119,2019-08-10,23,7,2,0,0
2019-07-11,602713,2019-07-13,5,1,0,0,0
2019-09-11,114722,2019-09-12,9,0,0,0,0
2019-07-26,139242,2019-07-26,80,7,2,0,0
